symbol,total_trades,win_rate,profit_factor,net_pnl,net_pnl_pct,avg_win,avg_loss,avg_rr,max_drawdown_pct,sharpe,final_balance,avg_bars_held,total_commission,longs,shorts
BTC,29,0.3448275862068966,0.604,-110.64,-1.11,16.87,-14.7,1.148,1.35,-3.127,9889.36,1.0,115.27,24,5
ETH,47,0.5531914893617021,0.624,-315.83,-3.16,20.2,-40.05,0.504,3.81,-2.672,9684.17,1.0,164.32,37,10
SOL,39,0.46153846153846156,0.837,-102.39,-1.02,29.18,-29.89,0.976,3.49,-1.059,9897.61,1.0,145.22,31,8
XRP,11,0.09090909090909091,0.173,-242.91,-2.43,50.68,-29.36,1.726,2.81,-11.972,9757.09,1.0,38.7,7,4
