version,trades,wins,losses,breakeven,win_rate_ex_be_pct,profit_factor,net_r,average_r,max_drawdown_r
BEFORE_FINAL_TRIGGER_TUNING,19,10,8,1,55.55555555555556,1.2630720792558652,2.7354933672019737,0.14397333511589336,-4.146993352061353
FINAL_TUNED,15,10,2,3,83.33333333333333,5.158933780425635,10.631466408770379,0.7087644272513586,-1.309339276953036
