symbol,total_trades,win_rate,profit_factor,net_pnl,net_pnl_pct,avg_win,avg_loss,avg_rr,max_drawdown_pct,sharpe,final_balance,avg_bars_held,total_commission,longs,shorts
BTC,25,0.76,1.073,41.65,0.42,32.13,-94.82,0.339,1.89,0.471,10041.65,1.0,95.84,16,9
ETH,18,0.5555555555555556,0.473,-324.96,-3.25,29.16,-77.07,0.378,4.34,-5.304,9675.04,1.0,61.49,8,10
SOL,6,0.5,0.437,-135.87,-1.36,35.13,-80.42,0.437,1.73,-6.039,9864.13,1.0,22.88,4,2
XRP,22,0.8181818181818182,2.25,329.55,3.3,32.96,-65.91,0.5,1.23,6.057,10329.55,1.0,77.57,8,14
