symbol,total_trades,win_rate,profit_factor,net_pnl,net_pnl_pct,avg_win,avg_loss,avg_rr,max_drawdown_pct,sharpe,final_balance,avg_bars_held,total_commission,longs,shorts
HYPE,26,0.6923076923076923,0.937,-39.49,-0.39,32.88,-78.93,0.417,1.85,-0.449,9960.51,1.0,95.97,20,6
XAU,15,0.8,1.605,140.99,1.41,31.17,-77.68,0.401,1.36,3.314,10140.99,1.0,51.63,7,8
XAG,22,0.8181818181818182,1.786,262.06,2.62,33.08,-83.35,0.397,1.89,4.041,10262.06,1.0,79.01,14,8
CL,9,0.6666666666666666,0.744,-61.88,-0.62,29.93,-80.48,0.372,1.73,-2.056,9938.12,1.0,36.04,7,2
