symbol,direction,entry_price,exit_price,size,pnl,pnl_pct,result,market_state,regime_score,sl,tp1,tp2,entry_time,exit_time,bars_held,commission,strategy,entry_type,e_entry,e_context,e_fit,e_total,e_adx,e_atr_exp,e_vol_ratio,e_ema_dist_atr,e_rsi,realized_r,mae,mfe,hour_utc,e_state
BTC,LONG,95439.6,93530.808,0.05238915502579644,-104.95001000000005,-1.0495001000000006,LOSS,Trend,37.38948391079755,93530.808,96393.996,97348.392,,2026-01-19T00:00:00+00:00,1,4.950009999999999,MACD_Trend,trend_follow,85.37022166456917,74.03291898127307,61.80637629980935,74.8998772501524,20.933859532883734,1.0,3.1499167781048554,1.971250841001767,64.2780975232011,-1.0,-1.566954387906071,0.04303245193818887,0,Trend
BTC,SHORT,89163.12,88851.09896219878,0.13286141849366287,36.526281315419055,0.36526281315419057,WIN,Range,17.85368768263454,88851.09896219878,88271.48879999999,87379.85759999999,,2026-01-21T13:00:00+00:00,1,4.929276366714703,MACD_Trend,trend_follow,75.0399160815856,44.087699111065184,83.00986971521176,68.14523708051732,20.869552472626456,1.0,1.8722566223474166,1.3170744532451435,41.41782210284559,0.175,-0.1410616855937763,0.4521992949551336,13,Trend
BTC,SHORT,87992.12,89751.96239999999,0.03671889092167221,-67.88273744979669,-0.6788273744979669,LOSS,Breakout,63.148987250316644,89751.96239999999,87112.1988,86232.2776,,2026-01-28T11:45:00+00:00,1,3.263276324863048,MACD_Trend,trend_follow,66.27164137537531,58.64446252497928,68.76094265246786,64.73027810338426,21.93147224447735,1.0,0.907343972486744,1.642587550303802,37.406411218052156,-1.0,-1.1864016914241893,0.3579581898924569,11,Trend
BTC,SHORT,83546.81,83020.0,0.05530449471863006,25.939553698275503,0.259395536982755,WIN,Range,16.834424504254933,83142.92444708072,82711.3419,81875.8738,,2026-01-31T11:45:00+00:00,1,3.1954071644458155,MACD_Trend,trend_follow,67.10102720823458,38.41241269204762,82.6970141491249,63.173238935645585,21.499754783239467,1.0,0.7731800492355698,1.8079454094605207,35.40652778413359,0.315,0.0,0.45293770043404513,11,Trend
BTC,SHORT,69866.85,68469.513,0.028799786608934314,37.043684306516575,0.3704368430651658,WIN,Trend,31.75057855984788,69866.85,69168.1815,68469.513,,2026-02-09T10:45:00+00:00,1,3.1993231142518317,MACD_Trend,trend_follow,69.78274502830224,55.227190388117826,68.24942144015212,64.95608155980187,20.369472273163783,1.0,1.0967547213161308,1.6741163052237786,35.18975939806688,1.0,-0.02041740825584582,0.8905654112071838,10,Trend
BTC,LONG,67193.46,65849.5908,0.07401177186619572,-104.38552655671715,-1.0438552655671716,LOSS,Trend,27.35662272058776,65849.5908,67865.3946,68537.32920000001,,2026-02-19T14:00:00+00:00,1,4.923385908310205,MACD_Trend,trend_follow,81.51611749182345,70.42847672444077,27.802481169074916,62.07573436478408,21.935794749587014,1.0,1.5531160497753533,1.322184733711164,64.37121149304582,-1.0,-0.9525406192805155,0.009666119291959877,14,Trend
BTC,LONG,74214.66,75698.9532,0.041462292979717257,56.58805861856282,0.5658805861856282,WIN,Trend,83.80244843843846,74264.23897836762,74956.80660000001,75698.9532,,2026-03-17T01:00:00+00:00,1,4.954140907639288,MACD_Trend,trend_follow,78.15052120365465,64.19618631797795,82.03133007656935,75.12846339982605,21.501695668056925,1.0,1.3941879385576006,1.3392589717499925,60.91427571254017,1.0,-0.2076072301618095,1.0956191135282443,1,Trend
BTC,SHORT,70277.22,68871.6756,0.02863833037050029,37.052371484592356,0.37052371484592356,WIN,Trend,25.84255463059413,70277.22,69574.4478,68871.6756,,2026-03-22T00:00:00+00:00,1,3.2000733930141916,MACD_Trend,trend_follow,68.80782714714374,66.99706643056909,72.48187804455283,69.36681420139408,20.308900560854557,1.0,3.942474864086213,1.0879608110216477,37.49251677008947,1.0,0.0,0.9669562910997375,0,Trend
BTC,SHORT,68332.16,67810.33,0.058299540062430565,27.204379538234942,0.2720437953823494,WIN,Trend,18.940055679854677,68332.16,67648.83840000001,66965.5168,,2026-03-22T21:15:00+00:00,1,3.218069452543239,MACD_Trend,trend_follow,71.60049430257186,44.37426029230464,80.47938075013963,66.09629003376202,21.877760995640124,1.0,1.829891703402844,1.9071768803297249,35.59262087860864,0.382,-0.0424982907023587,0.40341912212346404,21,Trend
BTC,SHORT,66958.03,66664.66,0.09502041362457439,24.64690909608376,0.24646909096083758,WIN,Range,32.3253442222037,66857.55448867954,66288.4497,65618.8694,,2026-03-30T20:30:00+00:00,1,3.229229648957086,MACD_Trend,trend_follow,66.28313504349802,47.86314528552896,66.98382435309136,60.96734490898531,21.536853646674643,1.0,0.6236023824746825,1.5446343801981766,38.273794571615646,0.219,0.0,0.4838403997250235,20,Trend
BTC,LONG,71414.0,72062.61,0.04899119743768419,28.508070981581575,0.2850807098158158,WIN,Trend,82.53496057400092,71589.17687838117,72128.14,72842.28,,2026-04-09T16:15:00+00:00,1,3.2681095884748412,MACD_Trend,trend_follow,66.87049555965478,60.57348370363299,80.63930510957128,69.1120348678232,20.228039383520706,1.0,0.39445156757205163,1.1909343910266303,60.84390821085295,0.454,-0.5467415352731917,0.5339499257848633,16,Trend
BTC,LONG,72413.97,72413.97,19575311606958.82,16.95548436109199,0.16955484361091988,WIN,Trend,82.82579201270184,72413.97,73138.1097,73862.2494,,2026-04-10T16:00:00+00:00,1,2.6198272458668295,MACD_Trend,trend_follow,61.32266843627849,73.7400872889895,83.08168657867806,71.57559953481166,20.028175487099467,1.0,0.39472345819580673,1.348924839824874,64.01215047082806,0.0,-0.6436050944313613,0.4228673003289234,16,Trend
BTC,LONG,72872.54,73368.89168740349,0.04848688839797006,21.43938687688349,0.21439386876883487,WIN,Range,80.71824037316432,73368.89168740349,73601.26539999999,74329.9908,,2026-04-11T20:30:00+00:00,1,2.6271619963940713,MACD_Trend,trend_follow,72.8964363450008,61.157928947479775,81.48474362711848,71.9513763103798,20.969908067771765,1.0,3.713989278332803,0.9290822483176596,57.26977309011581,0.341,0.0,0.5625507221238614,20,Trend
BTC,LONG,74576.51,74822.96930451655,0.08855901923223106,19.193894942799524,0.19193894942799522,WIN,Range,82.17197341679119,74822.96930451655,75322.2751,76068.04019999999,,2026-04-14T15:00:00+00:00,1,2.632299345844265,ADX_Trend,trend_follow,54.89528570883515,66.93562644973869,82.17197341679119,66.69039424349302,21.89832354747092,1.0,0.9912331908812214,0.9079421657257293,57.92172136193974,0.165,-0.05128960848395829,0.8572203231285609,15,Trend
BTC,LONG,74668.55,74668.55,30312268175012.81,26.255479315483782,0.2625547931548378,WIN,Range,78.17439524094738,74668.55,75415.23550000001,76161.921,,2026-04-15T23:15:00+00:00,1,4.056788859529026,MACD_Trend,trend_follow,80.31187000737452,78.23267955044885,78.17439524094738,79.04687044036868,21.823725957942933,1.0,1.2102318764477549,0.951198280256065,58.04219872458027,0.0,-0.01941245678401766,0.25811402524891125,23,Trend
BTC,LONG,74520.72,74786.34214502592,0.08323886758290784,19.46408929307071,0.1946408929307071,WIN,Range,76.57477675949394,74786.34214502592,75265.9272,76011.1344,,2026-04-16T21:30:00+00:00,1,2.6459972638297167,ADX_Trend,trend_follow,46.659759953717334,65.74359315033131,78.72049993678033,62.00313190762043,20.683205109473622,1.0,2.0899397385274265,1.9924196755997399,36.12723054979014,0.178,-0.4960835053660212,0.6001820701678701,21,Trend
BTC,LONG,78420.43,78745.13702833619,0.10678836502677433,30.5949939713229,0.305949939713229,WIN,Range,70.58047022936222,78745.13702833619,79204.63429999999,79988.83859999999,,2026-05-03T21:30:00+00:00,1,4.079938697402198,MACD_Trend,trend_follow,81.9867175185439,56.97919867574536,71.1189374669767,71.22412785023417,20.17766749356999,1.0,1.8266618538912485,1.5018882343865552,60.89119617905722,0.207,-0.19796499458112554,0.3762539940166165,21,Trend
BTC,SHORT,73091.7,71629.866,0.022657399340131876,30.488205536641612,0.3048820553664161,WIN,Trend,24.503774541758432,73091.7,72360.783,71629.866,,2026-06-01T13:30:00+00:00,1,2.633151170340765,MACD_Trend,trend_follow,66.2796543115351,60.144443269231864,70.35480631185756,65.66163659894087,21.982158686942853,1.0,0.7601259879044159,1.4773549691691956,36.4475651090915,1.0,0.0,1.0334278721113321,13,Trend
BTC,SHORT,62087.7,60845.945999999996,0.026759729476434173,30.587292204635666,0.3058729220463567,WIN,Trend,9.879242158193943,62087.7,61466.823,60845.945999999996,,2026-06-05T13:45:00+00:00,1,2.6417089116443724,MACD_Trend,trend_follow,58.787890390123906,51.1707016336221,90.23673329748667,65.9373866353822,21.742576682134032,1.0,0.6467799853308425,1.1756476508753724,41.43315040536713,1.0,-0.08423568597323289,1.1172100110005652,13,Trend
BTC,SHORT,61180.6,62404.212,0.04359158997447935,-56.03281648382202,-0.5603281648382202,LOSS,Trend,42.58558744330513,62404.212,60568.794,59956.988,,2026-06-11T03:45:00+00:00,1,2.6936238919693007,MACD_Trend,trend_follow,64.99854285202137,51.1887268766652,72.9182716769441,63.231516706891334,20.873351922827162,1.0,0.7824513947148842,1.513223763095868,38.38700990662017,-1.0,-0.9466236029068061,0.0,3,Trend
BTC,LONG,64255.6,65540.712,0.0570710350583659,67.4385942437169,0.6743859424371691,WIN,Trend,70.80621232742422,64255.6,64898.155999999995,65540.712,,2026-06-14T22:00:00+00:00,1,5.904077762209924,MACD_Trend,trend_follow,76.7285129857463,69.9081623067247,64.59999692375678,71.04385296344296,20.912195749422484,1.0,1.7469132803921363,1.1643758438737564,59.70970232298642,1.0,-0.43762722626510486,0.8005527922858108,22,Trend
BTC,LONG,66105.1,64782.99800000001,0.08939682107549302,-124.04221769563168,-1.2404221769563168,LOSS,Trend,43.66712919733814,64782.99800000001,66766.15100000001,67427.202,,2026-06-17T10:15:00+00:00,1,5.850501758080387,MACD_Trend,trend_follow,77.01973222612358,44.17754597917286,75.32075626122703,66.65738356256941,21.223681341842244,1.0,1.26535159430469,0.8999530156549875,56.17210189164977,-1.0,-0.9456910283775404,0.0,10,Trend
BTC,LONG,62752.8,62874.13954484328,0.3843433776205127,40.771111582141245,0.40771111582141245,WIN,Range,24.08536712716921,62874.13954484328,63380.328,64007.856,,2026-06-19T17:15:00+00:00,1,5.8649389218604275,MACD_Trend,trend_follow,85.39560342856561,72.86132411260326,23.56410084753247,63.08586885946696,21.21894203461057,1.0,2.47516438006173,0.8593799265309967,56.975201822974746,0.097,0.0,0.4834047245700567,17,Trend
BTC,LONG,60570.0,59358.6,0.06297650384703045,-80.06608635890088,-0.8006608635890087,LOSS,Range,24.115502994562455,59358.6,61175.7,61781.4,,2026-06-28T20:00:00+00:00,1,3.776349598608161,MACD_Trend,trend_follow,74.71862391596765,68.75934058458098,38.251824083936725,61.99079896694238,21.894032209397892,1.0,0.9973179038835616,1.1856487420572825,61.02023443440519,-1.0,-0.9591381872213979,0.23245831269605294,20,Trend
