symbol,direction,entry_price,exit_price,size,pnl,pnl_pct,result,market_state,regime_score,sl,tp1,tp2,entry_time,exit_time,bars_held,commission
XAG,LONG,90.1,90.22160641744541,472.7934102188737,24.1326378687272,0.24132637868727203,WIN,Compression,42.52106873357835,90.22160641744541,90.28921,90.50545,,2026-01-17T23:30:00+00:00,0,33.36207494026581
XAG,LONG,90.4,90.18002339606142,370.85157495777895,-131.75494616327097,-1.3175494616327097,LOSS,Compression,56.92737136534571,90.18002339606142,90.58984,90.8068,,2026-01-18T05:15:00+00:00,0,50.17627613915194
XAG,LONG,90.28,90.68626,270.1104624387352,59.70880891732236,0.5970880891732235,WIN,Compression,72.77622753124405,90.3548888601616,90.469588,90.68626,,2026-01-18T20:00:00+00:00,0,50.02626755330917
XAG,LONG,90.94,91.34922999999999,271.0997783924472,68.91886234114855,0.6891886234114855,WIN,Compression,72.77622753124405,90.94,91.130974,91.34922999999999,,2026-01-18T23:00:00+00:00,0,42.02329997066201
XAG,LONG,93.24,93.945,159.0957816979873,83.43730861850801,0.8343730861850801,WIN,Compression,73.66298589693629,93.24,93.56899999999999,93.945,,2026-01-19T06:45:00+00:00,0,28.725217478731857
XAG,LONG,93.5,94.295,142.63687281027256,90.05913125150823,0.9005913125150823,WIN,Compression,76.14695832507327,93.5,93.871,94.295,,2026-01-19T16:30:00+00:00,0,23.337182632801337
XAG,LONG,94.63,94.63,36477532425421.3,-2.8655008783486764,-0.028655008783486764,WIN,Sideway,73.23424013383475,94.63,94.828723,95.055835,,2026-01-19T23:00:00+00:00,0,39.34303330376997
XAG,SHORT,93.45,94.04,141.81192751127458,-114.34820261312463,-1.1434820261312464,LOSS,Sideway,77.52241130506805,94.04,93.037,92.565,,2026-01-20T04:45:00+00:00,0,30.679165381330336
XAG,LONG,94.4,95.08445295473638,104.41430739746146,55.067298895612076,0.5506729889561208,WIN,Exhaustion,67.66606874444004,95.08445295473638,95.10700000000001,95.91500000000002,,2026-01-20T14:30:00+00:00,0,16.39938231943666
XAG,LONG,98.75,99.19437500000001,258.5894802301509,77.59049507417043,0.7759049507417044,WIN,Sideway,66.00680773012509,98.75,98.957375,99.19437500000001,,2026-01-23T05:30:00+00:00,0,37.32020520336351
XAG,LONG,99.05,100.60999999999999,74.47097306443094,97.31520203105563,0.9731520203105564,WIN,Trending,81.78002085715242,99.38139740541781,99.77799999999999,100.60999999999999,,2026-01-23T16:15:00+00:00,0,18.859515949530227
XAG,LONG,100.74,102.46499999999997,68.088486885974,105.48666526823584,1.0548666526823585,WIN,Trending,76.32698832232788,100.74,101.54499999999999,102.46499999999997,,2026-01-23T20:45:00+00:00,0,11.965974610136051
XAG,LONG,103.73,103.41881000000001,346.89306713354705,-148.6134371770362,-1.486134371770362,LOSS,Trending,73.81728449294157,103.41881000000001,103.947833,104.196785,,2026-01-24T00:45:00+00:00,0,40.66378361609584
XAG,LONG,103.74,103.40014730194741,237.48923783477358,-141.2373979831182,-1.4123739798311818,LOSS,Trending,73.36737875050751,103.40014730194741,104.05499999999999,104.41499999999998,,2026-01-24T11:15:00+00:00,0,60.52603974675665
XAG,LONG,103.53,103.99588500000002,250.42520748041258,68.98092152086744,0.6898092152086744,WIN,Sideway,73.10665225295611,103.53,103.74741300000001,103.99588500000002,,2026-01-24T16:45:00+00:00,0,47.68842626639857
