symbol,direction,entry_price,exit_price,size,pnl,pnl_pct,result,market_state,regime_score,sl,tp1,tp2,entry_time,exit_time,bars_held,commission
ETH,LONG,3114.0,3128.013,7.849853707271234,76.61167766666604,0.7661167766666604,WIN,Compression,55.77815207321383,3114.0,3120.5394,3128.013,,2026-01-11T16:30:00+00:00,0,33.38832233333298
ETH,LONG,3128.48,3128.48,0.0,-32.260795453726345,-0.32260795453726343,LOSS,Compression,55.77815207321383,3128.48,3142.725,3159.005,,2026-01-11T18:00:00+00:00,0,32.260795453726345
ETH,LONG,3119.59,3119.59,0.0,-26.459418395574787,-0.2645941839557479,LOSS,Sideway,64.42512805367704,3119.59,3139.8130000000006,3162.9250000000006,,2026-01-12T00:00:00+00:00,0,26.459418395574787
ETH,LONG,3118.93,3118.93,0.0,-38.38417724382266,-0.3838417724382266,LOSS,Sideway,64.42512805367704,3118.93,3126.966,3136.1499999999996,,2026-01-12T00:30:00+00:00,0,38.38417724382266
