open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1775001600000,4693.91,4696.44,4691.24,4695.12,1817.171,1775001779999,8530855.66041,2560,886.668,4161979.14092,0
1775001780000,4695.12,4700.47,4694.99,4699.64,3063.209,1775001959999,14390537.83416,3131,1545.188,7260486.99161,0
1775001960000,4699.63,4702.53,4696.19,4699.92,1908.034,1775002139999,8967161.63581,3085,1039.801,4886488.88643,0
1775002140000,4699.92,4701.00,4693.01,4693.05,1193.601,1775002319999,5605280.08639,1782,383.557,1801456.49117,0
1775002320000,4693.06,4701.84,4691.61,4700.85,769.256,1775002499999,3613165.02960,1783,379.974,1784802.77305,0
1775002500000,4700.76,4710.15,4699.68,4708.14,5752.215,1775002679999,27071091.18823,4292,4130.412,19440856.43835,0
1775002680000,4708.15,4709.84,4703.93,4705.01,1154.019,1775002859999,5432050.97631,1974,511.610,2408126.66403,0
1775002860000,4705.05,4706.72,4703.39,4705.85,722.073,1775003039999,3397525.18235,1605,186.617,878039.77331,0
1775003040000,4705.85,4714.89,4705.85,4714.42,1872.000,1775003219999,8821023.56281,3003,834.346,3931319.02085,0
1775003220000,4714.41,4718.79,4713.01,4718.64,3787.598,1775003399999,17861803.71445,2862,1704.405,8037524.16943,0
1775003400000,4718.67,4719.50,4711.35,4712.91,1353.819,1775003579999,6385049.68106,2349,510.876,2409320.61607,0
1775003580000,4712.90,4712.90,4701.18,4703.95,3183.014,1775003759999,14980908.68239,3082,1652.047,7775354.10145,0
1775003760000,4703.95,4704.18,4697.59,4701.40,1137.114,1775003939999,5345799.10137,2198,408.537,1920509.96815,0
1775003940000,4701.41,4704.11,4700.43,4703.75,634.629,1775004119999,2984253.25008,1486,260.693,1225806.87234,0
1775004120000,4703.75,4705.28,4701.00,4704.41,698.133,1775004299999,3283300.75135,1245,426.509,2005839.73576,0
1775004300000,4704.40,4708.11,4703.02,4705.33,1572.001,1775004479999,7397354.90028,2149,1079.589,5079939.95291,0
1775004480000,4705.30,4707.11,4703.63,4706.67,616.333,1775004659999,2900077.67715,1405,259.429,1220731.86054,0
1775004660000,4706.68,4716.00,4706.67,4713.01,1227.052,1775004839999,5782558.72424,2315,610.274,2875497.65230,0
1775004840000,4712.97,4712.97,4702.95,4703.50,975.644,1775005019999,4594162.24787,2125,391.845,1844967.75393,0
1775005020000,4703.38,4709.60,4702.72,4708.25,865.695,1775005199999,4073867.67336,1902,510.169,2400746.22178,0
1775005200000,4708.26,4720.00,4699.06,4706.14,5089.330,1775005379999,23977483.02166,6950,2501.055,11782670.49452,0
1775005380000,4706.14,4708.99,4696.41,4696.41,1111.067,1775005559999,5225153.80685,3310,497.673,2340810.00584,0
1775005560000,4696.41,4700.95,4687.29,4700.52,2285.567,1775005739999,10725790.34722,4936,1154.622,5418185.98901,0
1775005740000,4700.52,4707.23,4698.66,4701.93,1036.869,1775005919999,4877639.44734,2990,443.006,2083654.80769,0
