open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1777593600000,4629.11,4637.88,4616.75,4629.12,16690.933,1777607999999,77230684.18502,44152,7942.654,36748210.66804,0
1777608000000,4629.13,4630.88,4580.65,4582.69,29962.479,1777622399999,137884339.74209,73524,14929.579,68710364.41719,0
1777622400000,4582.68,4586.86,4565.04,4583.26,40863.018,1777636799999,186966979.84968,108503,23130.100,105832977.93105,0
1777636800000,4583.26,4661.28,4580.00,4644.11,137396.941,1777651199999,635522066.27637,254491,65153.209,301354635.67337,0
1777651200000,4644.11,4650.66,4612.08,4614.00,31972.156,1777665599999,148085678.20880,75417,15157.015,70188149.61473,0
1777665600000,4613.99,4619.46,4610.50,4616.90,6159.398,1777679999999,28430369.40335,15748,3377.321,15588839.32524,0
1777680000000,4616.90,4617.20,4614.51,4616.71,2158.417,1777694399999,9963517.56780,5318,861.580,3977299.30036,0
1777694400000,4616.72,4617.07,4615.56,4615.56,1048.099,1777708799999,4838340.56758,4888,428.315,1977281.88090,0
1777708800000,4615.57,4616.85,4615.56,4616.51,667.589,1777723199999,3081857.06991,3173,321.424,1483756.84798,0
1777723200000,4616.50,4616.82,4616.50,4616.53,1189.634,1777737599999,5492222.06367,3502,609.785,2815202.02431,0
1777737600000,4616.52,4617.08,4616.52,4616.53,942.597,1777751999999,4351816.25398,4077,341.642,1577286.41666,0
1777752000000,4616.52,4617.03,4615.21,4616.50,1314.919,1777766399999,6069790.36702,4936,635.915,2935456.68208,0
1777766400000,4616.51,4617.96,4616.50,4616.65,668.133,1777780799999,3084786.12036,4056,300.904,1389309.82647,0
1777780800000,4616.64,4616.65,4615.58,4616.65,669.146,1777795199999,3088986.50709,4194,399.743,1845304.41656,0
1777795200000,4616.65,4620.66,4616.64,4620.49,1890.225,1777809599999,8728798.24543,4978,1333.970,6160080.19309,0
1777809600000,4620.48,4624.96,4620.17,4623.30,4373.281,1777823999999,20220096.27042,11366,1982.516,9166248.03193,0
1777824000000,4623.31,4628.87,4620.16,4624.85,5471.648,1777838399999,25304744.97557,15701,2961.603,13696986.80331,0
1777838400000,4624.86,4652.74,4609.64,4611.39,32326.313,1777852799999,149537905.86875,71410,15001.222,69409813.20004,0
1777852800000,4611.40,4621.31,4594.73,4617.87,35816.209,1777867199999,165052778.47074,81227,20038.802,92352309.34902,0
1777867200000,4617.86,4618.09,4580.80,4581.64,29902.418,1777881599999,137482908.18540,74403,14777.109,67942213.12105,0
1777881600000,4581.69,4587.49,4527.71,4563.15,67843.620,1777895999999,309379606.60475,123042,34123.217,155610909.35174,0
1777896000000,4563.15,4584.89,4515.49,4524.47,95896.493,1777910399999,436691875.64000,178992,49457.922,225223630.50923,0
1777910400000,4524.56,4535.36,4505.00,4520.95,48224.293,1777924799999,217996497.23286,111981,24265.707,109691735.97485,0
1777924800000,4521.00,4528.57,4515.54,4521.66,9753.743,1777939199999,44111853.21557,27965,4341.187,19633527.56828,0
1777939200000,4521.67,4548.77,4516.65,4536.90,25336.466,1777953599999,114927337.77714,78227,12088.104,54829111.63436,0
1777953600000,4536.90,4561.39,4530.40,4548.44,32256.855,1777967999999,146680068.86264,128377,15158.547,68923113.17697,0
1777968000000,4548.45,4567.00,4542.39,4564.75,57765.993,1777982399999,263153000.00961,126840,27390.039,124770600.34928,0
1777982400000,4564.76,4588.64,4556.69,4571.11,79865.757,1777996799999,365497812.45208,183160,37808.109,173012600.75928,0
1777996800000,4571.11,4571.47,4554.27,4557.55,29056.077,1778011199999,132560268.68035,82582,14324.860,65353118.09237,0
1778011200000,4557.55,4597.40,4549.00,4595.36,32218.614,1778025599999,147332372.70860,80492,16581.970,75826017.06884,0
1778025600000,4595.37,4653.44,4589.53,4644.73,43436.403,1778039999999,200867795.24242,102502,20143.221,93153545.03370,0
1778040000000,4644.74,4682.64,4644.20,4682.31,46249.393,1778054399999,215558812.47012,96419,22305.059,103992692.06582,0
1778054400000,4682.32,4724.44,4672.75,4692.72,97829.725,1778068799999,460032334.09642,172741,48324.884,227261602.83013,0
1778068800000,4692.73,4718.29,4662.20,4690.00,130400.245,1778083199999,611640160.36751,235980,65468.097,307031238.59094,0
1778083200000,4690.00,4702.30,4680.64,4694.35,31778.390,1778097599999,149012058.15205,76311,16501.587,77379125.15892,0
1778097600000,4694.36,4701.84,4687.65,4700.60,17188.904,1778111999999,80723053.54433,42308,8567.743,40237526.06618,0
1778112000000,4700.61,4722.00,4686.50,4700.02,32812.414,1778126399999,154381008.66752,95488,17032.888,80141885.14420,0
