open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1772323200000,5289.66,5310.00,5289.66,5300.75,4976.785,1772326799999,26378663.61561,15216,2886.881,15299712.52123,0
1772326800000,5300.64,5302.50,5283.60,5284.15,5195.673,1772330399999,27499451.91388,18359,2097.960,11104907.75713,0
1772330400000,5284.16,5291.56,5280.04,5283.00,8269.279,1772333999999,43697953.91255,25379,3388.154,17905585.41484,0
1772334000000,5283.00,5283.97,5275.08,5282.53,7828.464,1772337599999,41319602.12672,28009,3584.539,18921880.95702,0
1772337600000,5282.53,5300.00,5282.49,5291.38,6100.042,1772341199999,32271007.15388,21222,3680.787,19471425.91519,0
1772341200000,5291.38,5295.00,5288.68,5295.00,2243.599,1772344799999,11873717.14052,8687,1145.270,6061442.13711,0
1772344800000,5294.99,5302.60,5288.68,5295.46,4006.002,1772348399999,21219888.95167,13960,2321.703,12298152.28732,0
1772348400000,5295.47,5299.80,5285.00,5288.30,4503.346,1772351999999,23829498.66418,13654,1705.994,9027622.15197,0
1772352000000,5288.30,5298.10,5288.30,5296.55,3822.637,1772355599999,20244160.74442,11100,2339.122,12386792.10252,0
1772355600000,5296.56,5309.00,5296.33,5303.23,4976.963,1772359199999,26388260.39544,17955,2658.503,14094837.55214,0
1772359200000,5303.23,5306.20,5295.14,5298.94,4926.653,1772362799999,26112339.85629,17536,2215.116,11740830.14185,0
1772362800000,5298.93,5302.00,5291.00,5297.76,6378.723,1772366399999,33783191.40760,17456,3000.212,15891702.15378,0
1772366400000,5297.61,5318.54,5297.61,5316.33,6919.450,1772369999999,36744354.60545,21862,3981.890,21143776.60758,0
1772370000000,5316.33,5323.72,5305.00,5305.10,6599.553,1772373599999,35068943.62993,22079,2843.307,15110041.69729,0
1772373600000,5305.10,5317.90,5304.00,5309.84,4376.737,1772377199999,23247547.32318,18852,2403.882,12769202.08041,0
1772377200000,5309.85,5311.83,5303.68,5310.63,5464.202,1772380799999,29000127.73274,15607,2516.463,13355586.50046,0
1772380800000,5310.75,5340.00,5310.75,5327.74,14354.820,1772384399999,76458603.21463,39831,7506.159,39977453.79785,0
1772384400000,5327.74,5334.78,5326.53,5330.85,3810.031,1772387999999,20308021.86077,14963,1945.920,10372212.52926,0
1772388000000,5330.86,5333.23,5324.16,5324.86,2831.953,1772391599999,15090076.08499,14396,1165.362,6209580.47699,0
1772391600000,5324.86,5332.20,5318.00,5325.83,10122.315,1772395199999,53890302.30978,26334,4942.391,26313764.04252,0
1772395200000,5325.82,5380.00,5325.82,5366.07,19232.984,1772398799999,103073944.85140,61786,10647.696,57062112.01197,0
1772398800000,5366.07,5380.00,5361.72,5372.82,8733.776,1772402399999,46908052.67524,34921,4615.612,24790547.95284,0
1772402400000,5372.81,5374.11,5350.00,5368.76,8621.270,1772405999999,46233320.30703,32973,4342.550,23287714.65094,0
1772406000000,5368.77,5373.59,5303.35,5364.82,74707.585,1772409599999,399176593.51369,187983,34020.799,181682035.10952,0
1772409600000,5364.82,5388.00,5342.63,5348.76,37227.681,1772413199999,199772612.28940,106407,18434.515,98928007.72190,0
1772413200000,5348.75,5349.09,5304.00,5325.41,32040.749,1772416799999,170723214.20008,118025,15602.780,83132207.84134,0
1772416800000,5325.40,5351.96,5318.09,5347.43,14447.344,1772420399999,77081496.78566,50049,7887.473,42082134.29310,0
1772420400000,5347.44,5367.99,5345.32,5365.34,12137.984,1772423999999,65033668.84069,36842,5356.613,28700135.76006,0
1772424000000,5365.34,5366.07,5345.00,5353.84,11781.648,1772427599999,63104333.66627,31252,4844.191,25947381.31156,0
1772427600000,5353.91,5365.81,5341.33,5364.50,11563.518,1772431199999,61908713.25506,31060,5749.205,30779841.64428,0
1772431200000,5364.65,5387.20,5362.40,5385.64,14385.729,1772434799999,77351154.58989,42487,7436.962,39989323.21844,0
1772434800000,5385.61,5420.00,5383.33,5405.79,24963.651,1772438399999,134916295.10370,61721,12764.015,68979399.59100,0
1772438400000,5405.78,5414.86,5390.00,5391.18,20239.204,1772441999999,109360890.87015,52437,9567.942,51706441.48068,0
1772442000000,5391.19,5399.93,5385.10,5391.21,12936.556,1772445599999,69760614.72909,40264,6673.605,35988183.29691,0
1772445600000,5391.22,5399.46,5377.67,5387.70,15565.468,1772449199999,83869842.00835,41943,7862.824,42367142.21546,0
1772449200000,5387.59,5397.81,5373.24,5384.17,11122.040,1772452799999,59905170.59796,34978,5959.656,32099152.01816,0
1772452800000,5384.28,5398.02,5378.66,5395.52,10399.516,1772456399999,56064168.07981,33184,5410.861,29169876.11766,0
1772456400000,5395.53,5414.27,5382.25,5393.65,26605.988,1772459999999,143607214.60217,67184,13259.886,71561087.13104,0
1772460000000,5393.65,5394.33,5306.40,5333.13,73284.927,1772463599999,391529849.47627,175354,36543.702,195212933.17816,0
1772463600000,5333.13,5347.44,5308.33,5315.64,35891.414,1772467199999,191279165.14522,101141,17178.053,91546219.43318,0
1772467200000,5315.64,5315.64,5258.00,5291.96,53284.843,1772470799999,281880101.19038,128712,25040.746,132468718.40473,0
1772470800000,5291.95,5322.56,5289.20,5309.14,14964.090,1772474399999,79396261.11461,54374,8040.848,42663622.62777,0
1772474400000,5309.14,5317.27,5290.85,5317.26,9653.370,1772477999999,51188603.19767,37971,4832.930,25626997.46980,0
1772478000000,5317.26,5333.28,5316.06,5328.97,9113.872,1772481599999,48543487.22279,31620,4225.055,22503781.56658,0
1772481600000,5328.97,5344.98,5327.17,5332.15,15079.154,1772485199999,80485147.30177,45643,7245.933,38674808.25894,0
1772485200000,5332.20,5338.70,5319.50,5320.37,6099.376,1772488799999,32509891.51796,22862,2577.876,13741086.77286,0
1772488800000,5320.38,5329.39,5314.66,5318.31,3298.863,1772492399999,17552768.77222,14578,1588.488,8452912.11320,0
1772492400000,5318.32,5346.16,5318.32,5344.15,8767.309,1772495999999,46782829.77957,32868,3959.574,21129556.61642,0
1772496000000,5344.15,5366.00,5336.11,5348.52,11435.845,1772499599999,61207936.72199,37036,6007.458,32153005.82412,0
1772499600000,5348.53,5377.49,5337.82,5338.77,18508.037,1772503199999,99208403.89087,61818,8740.441,46849023.34204,0
1772503200000,5338.78,5367.84,5332.60,5364.88,14208.540,1772506799999,76033411.95733,47399,7520.955,40245099.75569,0
1772506800000,5364.91,5371.42,5355.68,5363.96,7278.091,1772510399999,39045558.64238,27412,2961.986,15891106.79465,0
1772510400000,5363.99,5372.21,5354.58,5359.25,9315.186,1772513999999,49965547.84800,32846,3011.507,16154596.75643,0
1772514000000,5359.24,5366.85,5300.00,5318.21,18036.508,1772517599999,96205150.79837,62336,8518.096,45436788.91431,0
1772517600000,5318.21,5322.62,5278.79,5308.76,23052.800,1772521199999,122264984.23385,82187,11209.920,59454399.15527,0
1772521200000,5308.75,5330.53,5304.55,5326.30,11357.943,1772524799999,60394287.38260,38698,5707.222,30348974.44724,0
1772524800000,5326.30,5333.27,5289.61,5294.58,16322.004,1772528399999,86663616.50813,50704,7881.418,41842582.10564,0
1772528400000,5294.58,5302.52,5223.54,5273.25,48624.350,1772531999999,255883999.75090,110746,23484.233,123585964.03851,0
