open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1769904000000,4885.08,4885.08,4878.01,4878.48,652.435,1769904179999,3184783.05602,1955,431.506,2106366.40756,0
1769904180000,4878.48,4884.00,4878.48,4883.45,246.214,1769904359999,1201943.47365,1112,208.654,1018581.83229,0
1769904360000,4883.46,4884.61,4882.13,4882.24,57.020,1769904539999,278458.12005,828,32.803,160196.58751,0
1769904540000,4882.24,4882.73,4880.36,4882.69,65.502,1769904719999,319770.43797,812,46.308,226075.24407,0
1769904720000,4882.69,4885.10,4882.23,4884.45,144.917,1769904899999,707824.01059,912,117.350,573186.20607,0
1769904900000,4884.61,4885.46,4880.05,4880.88,142.463,1769905079999,695681.92124,933,59.916,292602.58886,0
1769905080000,4880.88,4885.69,4880.88,4884.49,51.403,1769905259999,251005.62028,465,34.896,170386.24095,0
1769905260000,4884.50,4884.50,4881.71,4882.37,62.774,1769905439999,306569.01808,435,35.732,174510.08237,0
1769905440000,4882.37,4887.95,4882.37,4887.35,185.088,1769905619999,904269.21665,768,152.885,746964.43222,0
1769905620000,4887.34,4887.49,4881.48,4885.45,147.389,1769905799999,719951.90328,846,56.293,274994.85175,0
1769905800000,4885.46,4886.48,4884.29,4885.43,86.772,1769905979999,423941.02259,367,57.387,280383.58341,0
1769905980000,4885.44,4886.88,4883.28,4886.13,253.389,1769906159999,1237787.53445,906,175.090,855309.43469,0
1769906160000,4886.13,4888.49,4885.64,4888.49,92.430,1769906339999,451728.11788,580,79.191,387031.73714,0
1769906340000,4888.49,4891.00,4887.00,4888.86,431.085,1769906519999,2107657.32595,1010,320.307,1566175.43359,0
1769906520000,4888.76,4889.07,4887.67,4889.05,34.806,1769906699999,170151.05918,319,21.394,104587.20381,0
1769906700000,4889.06,4890.60,4888.31,4889.85,218.920,1769906879999,1070478.92587,872,178.297,871846.98507,0
1769906880000,4889.84,4890.76,4887.00,4890.01,173.243,1769907059999,847038.31493,981,93.570,457522.12991,0
1769907060000,4890.01,4893.01,4890.01,4892.61,334.427,1769907239999,1635851.05546,1694,226.569,1108214.80827,0
1769907240000,4892.60,4892.61,4890.15,4890.56,109.828,1769907419999,537171.04135,424,42.724,208962.86580,0
1769907420000,4890.55,4890.90,4886.37,4890.83,140.554,1769907599999,687211.67645,939,51.309,250876.64137,0
1769907600000,4890.79,4891.10,4889.88,4890.97,103.831,1769907779999,507813.64387,902,68.898,336967.64895,0
1769907780000,4890.96,4891.08,4889.76,4889.79,98.290,1769907959999,480712.95595,912,39.848,194887.47618,0
1769907960000,4889.79,4891.10,4888.09,4888.33,231.989,1769908139999,1134377.91516,894,106.112,518918.58299,0
1769908140000,4888.58,4889.59,4883.59,4884.70,148.197,1769908319999,724309.46944,1178,81.092,396340.40680,0
1769908320000,4885.15,4885.45,4881.70,4882.39,106.813,1769908499999,521521.83016,452,47.291,230896.39267,0
1769908500000,4882.40,4885.23,4880.56,4881.43,238.328,1769908679999,1163618.06494,812,71.884,350999.40160,0
1769908680000,4881.43,4882.20,4880.24,4881.71,151.207,1769908859999,738095.10512,1652,48.728,237853.00392,0
1769908860000,4881.71,4884.43,4881.39,4884.41,87.632,1769909039999,427886.20816,568,45.796,223631.71936,0
1769909040000,4884.41,4884.80,4883.59,4883.59,45.828,1769909219999,223835.80088,503,30.696,149926.59475,0
1769909220000,4883.59,4884.90,4883.59,4884.50,44.620,1769909399999,217950.52973,333,32.844,160429.91179,0
1769909400000,4884.50,4884.90,4883.20,4883.36,179.486,1769909579999,876724.76171,977,116.662,569872.00076,0
1769909580000,4883.36,4884.10,4880.56,4882.20,132.532,1769909759999,647116.90047,632,37.585,183518.29974,0
1769909760000,4882.19,4884.90,4881.90,4883.85,344.205,1769909939999,1681299.30703,2533,280.341,1369377.79919,0
1769909940000,4883.85,4889.54,4881.73,4888.65,500.387,1769910119999,2445023.99535,1608,363.469,1776061.89257,0
1769910120000,4888.65,4890.20,4887.34,4889.20,88.613,1769910299999,433245.22526,831,57.870,282947.31577,0
1769910300000,4889.20,4889.20,4884.46,4885.70,78.391,1769910479999,383053.75358,451,18.980,92738.13560,0
1769910480000,4885.73,4887.33,4885.29,4886.26,24.603,1769910659999,120221.87221,507,13.965,68238.78484,0
1769910660000,4886.26,4887.49,4886.10,4887.27,28.541,1769910839999,139470.90771,239,20.476,100059.30581,0
1769910840000,4887.26,4887.75,4882.39,4882.81,100.127,1769911019999,489165.90720,718,19.634,95925.38756,0
1769911020000,4882.36,4883.30,4882.10,4883.23,33.762,1769911199999,164843.07816,392,19.379,94618.00147,0
1769911200000,4883.23,4887.57,4882.40,4882.40,55.965,1769911379999,273382.68813,451,32.421,158383.98589,0
1769911380000,4882.40,4883.90,4881.63,4883.11,127.557,1769911559999,622794.25142,1563,47.874,233750.23596,0
1769911560000,4883.11,4886.56,4883.10,4884.94,73.810,1769911739999,360547.30837,593,39.886,194837.06557,0
1769911740000,4884.95,4887.60,4883.43,4885.06,49.068,1769911919999,239719.83418,743,32.631,159417.34319,0
1769911920000,4885.09,4886.14,4885.07,4885.80,35.766,1769912099999,174736.14487,355,22.246,108680.10530,0
1769912100000,4885.80,4886.44,4882.20,4882.49,62.668,1769912279999,306055.50501,488,27.237,133015.99592,0
1769912280000,4882.49,4883.44,4881.46,4882.40,87.803,1769912459999,428683.83559,650,32.747,159885.09106,0
1769912460000,4882.53,4882.91,4881.46,4882.06,89.063,1769912639999,434813.09266,1366,48.159,235115.35585,0
1769912640000,4882.06,4884.19,4881.95,4882.79,50.132,1769912819999,244796.88275,359,34.811,169985.14537,0
1769912820000,4882.78,4886.47,4882.78,4884.73,46.669,1769912999999,227956.24272,622,32.047,156528.60089,0
1769913000000,4884.74,4886.32,4882.00,4882.50,61.879,1769913179999,302182.30005,523,32.840,160385.96214,0
1769913180000,4882.49,4883.24,4881.71,4883.20,50.718,1769913359999,247621.05740,220,35.005,170908.62932,0
1769913360000,4883.21,4883.40,4881.73,4883.40,84.731,1769913539999,413688.30127,393,57.218,279355.99215,0
1769913540000,4883.33,4884.44,4883.11,4884.06,33.748,1769913719999,164820.01905,617,26.263,128263.96809,0
1769913720000,4884.06,4884.26,4882.02,4882.08,64.595,1769913899999,315424.96442,680,34.538,168658.65023,0
1769913900000,4882.08,4883.71,4881.60,4882.20,54.937,1769914079999,268213.29729,387,27.822,135836.28329,0
1769914080000,4882.23,4885.43,4880.74,4881.73,182.951,1769914259999,893204.77516,888,61.919,302333.59014,0
1769914260000,4881.73,4885.16,4880.70,4884.05,112.927,1769914439999,551298.12438,458,41.526,202752.31788,0
1769914440000,4884.05,4885.00,4884.05,4884.20,25.273,1769914619999,123449.37389,477,16.033,78314.56623,0
1769914620000,4884.20,4884.61,4883.00,4883.07,39.483,1769914799999,192834.24470,375,10.494,51254.64838,0
1769914800000,4883.07,4883.37,4881.64,4881.70,84.011,1769914979999,410148.82865,239,2.300,11228.23553,0
1769914980000,4881.70,4882.49,4881.13,4881.33,103.733,1769915159999,506373.66540,650,9.150,44667.90417,0
1769915160000,4881.33,4882.46,4879.85,4881.98,270.497,1769915339999,1320295.86057,1606,73.299,357772.93978,0
1769915340000,4881.98,4883.56,4881.16,4881.37,46.088,1769915519999,225000.70692,659,24.589,120047.35467,0
1769915520000,4881.37,4884.99,4881.35,4883.26,86.051,1769915699999,420233.63336,813,61.131,298544.62292,0
1769915700000,4883.26,4883.26,4881.00,4882.20,51.853,1769915879999,253133.31974,472,22.965,112113.98472,0
1769915880000,4882.19,4882.59,4880.39,4881.76,190.537,1769916059999,930170.98744,726,28.432,138799.17823,0
