open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1769904000000,78706.70,78789.00,78600.20,78789.00,329.398,1769904179999,25917253.29080,14960,203.603,16021379.67230,0
1769904180000,78789.00,78909.70,78759.10,78875.20,395.057,1769904359999,31151910.37210,18597,238.703,18823491.53170,0
1769904360000,78875.10,79050.90,78865.00,79050.80,332.005,1769904539999,26213242.22070,13505,217.145,17144866.04550,0
1769904540000,79050.90,79318.70,78982.40,79278.30,985.410,1769904719999,78044731.88420,26848,635.742,50353554.82670,0
1769904720000,79278.20,79356.70,79078.80,79305.80,663.573,1769904899999,52586215.76680,23538,322.491,25557075.83600,0
1769904900000,79305.90,79396.80,79215.30,79223.20,518.396,1769905079999,41100953.52870,22593,286.256,22696465.52860,0
1769905080000,79223.20,79307.70,79145.10,79222.70,421.458,1769905259999,33391898.25860,18626,207.926,16473613.76460,0
1769905260000,79222.60,79222.70,78942.50,78947.30,436.076,1769905439999,34484147.81080,14910,171.167,13537251.93700,0
1769905440000,78947.40,79105.20,78930.30,79020.10,306.930,1769905619999,24242444.14730,11544,175.262,13842896.12500,0
1769905620000,79020.10,79116.80,79012.90,79056.90,330.879,1769905799999,26161303.22320,13146,194.113,15347420.59490,0
1769905800000,79056.90,79190.00,78936.00,78973.40,452.955,1769905979999,35799008.57520,16623,265.727,21000158.03220,0
1769905980000,78973.40,79109.80,78935.00,78958.00,247.761,1769906159999,19572552.69820,13743,118.194,9336974.04130,0
1769906160000,78958.00,78961.40,78785.50,78819.80,338.940,1769906339999,26723400.78960,16058,117.891,9294176.56340,0
1769906340000,78819.80,78819.80,78711.30,78779.80,311.460,1769906519999,24531072.80100,12915,148.345,11683530.73420,0
1769906520000,78779.70,78851.60,78713.30,78721.00,288.499,1769906699999,22733387.20010,12012,157.049,12375734.49540,0
1769906700000,78721.10,78942.40,78707.00,78920.10,255.087,1769906879999,20106126.11490,14204,162.182,12783609.28520,0
1769906880000,78920.00,78980.00,78887.50,78951.50,168.453,1769907059999,13294975.53960,8827,91.534,7224334.19950,0
1769907060000,78951.60,79077.70,78920.10,78984.00,271.887,1769907239999,21480431.23630,12646,173.843,13734122.91300,0
1769907240000,78984.00,79012.00,78928.70,78960.30,128.646,1769907419999,10159518.53820,7445,62.924,4969040.11290,0
1769907420000,78960.30,79000.00,78836.60,78861.20,188.828,1769907599999,14899160.65710,10277,75.771,5978041.01780,0
1769907600000,78861.30,78906.30,78737.50,78773.10,199.281,1769907779999,15706838.42020,11347,108.254,8531602.01130,0
1769907780000,78773.20,78808.50,78621.30,78638.30,333.062,1769907959999,26216862.74730,14934,115.259,9073100.94690,0
1769907960000,78638.60,78711.50,78555.60,78658.10,373.350,1769908139999,29348383.62490,17049,169.170,13298489.58040,0
1769908140000,78658.00,78664.60,78431.30,78560.20,459.865,1769908319999,36121945.45450,15950,170.212,13371415.99930,0
1769908320000,78560.30,78683.50,78525.20,78666.80,266.041,1769908499999,20912562.80910,11327,149.629,11761751.40670,0
1769908500000,78666.90,78666.90,78400.00,78438.30,524.209,1769908679999,41130325.27580,18301,206.059,16167344.94730,0
1769908680000,78438.30,78481.20,78352.20,78403.10,365.740,1769908859999,28673942.02400,13243,189.263,14837881.09580,0
1769908860000,78403.10,78578.50,78386.00,78570.70,321.684,1769909039999,25251003.70160,12412,222.175,17439105.79720,0
1769909040000,78570.70,78588.30,78545.10,78568.00,130.530,1769909219999,10254736.26040,6496,74.956,5888706.35080,0
1769909220000,78567.90,78847.10,78567.90,78800.50,453.224,1769909399999,35673510.24370,13947,356.063,28020770.79720,0
1769909400000,78800.40,78837.90,78632.40,78632.50,258.522,1769909579999,20358677.94900,14083,114.382,9008063.19030,0
