open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1769904000000,78706.70,78902.30,78600.20,78892.90,584.698,1769904299999,46044290.65460,27433,355.160,27970571.64980,0
1769904300000,78892.90,79124.90,78860.00,79124.90,609.012,1769904599999,48088446.09830,25366,377.995,29846695.28060,0
1769904600000,79125.00,79356.70,79066.60,79305.80,1511.733,1769904899999,119780616.78170,44649,884.529,70083100.98180,0
1769904900000,79305.90,79396.80,79145.10,79268.00,823.014,1769905199999,65236263.68110,36243,433.020,34324807.16420,0
1769905200000,79268.00,79275.20,78933.40,78949.40,663.776,1769905499999,52494018.33210,23858,288.840,22844395.29820,0
1769905500000,78949.40,79116.80,78930.30,79056.90,526.949,1769905799999,41650464.95540,20718,312.864,24728445.48770,0
1769905800000,79056.90,79190.00,78935.00,78967.30,634.456,1769906099999,50138524.57720,26333,351.703,27792617.18940,0
1769906100000,78967.40,79025.20,78734.20,78744.20,545.455,1769906399999,43003135.15880,24830,210.032,16557688.53400,0
1769906400000,78744.20,78851.60,78711.30,78721.00,459.704,1769906699999,36217762.32810,20188,245.471,19340268.14310,0
1769906700000,78721.10,78951.80,78707.00,78919.90,362.420,1769906999999,28576248.35930,19176,210.962,16632927.00660,0
1769907000000,78919.90,79077.70,78896.30,78971.60,387.415,1769907299999,30602229.43010,19469,238.271,18820714.30290,0
1769907300000,78971.50,79000.00,78836.60,78861.20,263.066,1769907599999,20761734.29670,14754,117.021,9235506.21890,0
1769907600000,78861.30,78906.30,78650.50,78733.70,386.817,1769907899999,30470568.80590,20480,170.638,13443297.80130,0
1769907900000,78733.70,78756.40,78555.60,78605.40,559.798,1769908199999,44020107.20120,25161,245.460,19301521.55870,0
1769908200000,78605.40,78683.50,78431.30,78666.80,684.984,1769908499999,53815917.04890,24966,296.426,23291540.58460,0
1769908500000,78666.90,78666.90,78352.20,78375.00,772.434,1769908799999,60592021.38160,26897,324.524,25455231.39770,0
1769908800000,78375.00,78587.10,78356.50,78586.50,490.371,1769909099999,38483234.86450,19239,329.761,25879129.48580,0
1769909100000,78586.40,78847.10,78546.70,78800.50,532.582,1769909399999,41908261.25940,18263,394.231,31019448.10480,0
1769909400000,78800.40,78837.90,78553.50,78648.20,414.387,1769909699999,32610869.33770,22302,175.440,13808034.02260,0
1769909700000,78648.20,78683.40,78461.60,78463.20,322.454,1769909999999,25334328.26370,16786,137.596,10811118.57120,0
1769910000000,78463.30,78500.00,78245.70,78310.90,652.610,1769910299999,51146838.69440,24706,273.015,21398892.28160,0
